date,daily_pnl,trades,avg_size,value,classification
2025-03-18,72322.788824,834,4856.901043165468,34.0,Fear
2025-03-19,29374.682341,1612,2852.8620161290323,32.0,Fear
2025-03-20,10246.859436,771,2143.0063942931256,49.0,Neutral
2025-03-21,6951.270374,698,3644.560730659026,31.0,Fear
2025-03-22,12498.535254,535,1816.4662056074767,32.0,Fear
2025-03-23,14047.421585,447,5802.057427293064,30.0,Fear
2025-03-24,107878.961301,1027,2938.254186952288,45.0,Neutral
2025-03-25,32030.90678,791,6792.060391908975,46.0,Neutral
2025-03-26,15802.167427,3102,2449.30830754352,47.0,Neutral
2025-03-27,58825.359221,785,4127.744535031847,40.0,Fear
2025-03-28,21337.179335,728,2037.2151236263737,44.0,Fear
2025-03-29,12098.872931,1894,1936.7221911298839,26.0,Fear
2025-03-30,15795.11514,568,5019.146056338028,32.0,Fear
2025-03-31,6978.184557,495,4373.277717171717,34.0,Fear
2025-04-01,-2202.6622420000003,192,3668.9853645833336,34.0,Fear
2025-04-02,202212.740938,1076,3594.7310408921935,44.0,Fear
2025-04-03,-2365.961276,1748,4960.087614416476,25.0,Fear
2025-04-04,-25515.678949999998,1272,3015.3661399371067,28.0,Fear
2025-04-05,35907.33771,360,3521.011722222222,30.0,Fear
2025-04-06,47053.449272,1048,3388.59929389313,34.0,Fear
2025-04-07,34527.370305,2814,5138.682707889126,23.0,Extreme Fear
2025-04-08,34899.394798,943,9405.505196182397,24.0,Extreme Fear
2025-04-09,43120.444797,3967,7198.589984875221,18.0,Extreme Fear
2025-04-10,158261.822261,2127,13512.90704748472,39.0,Fear
2025-04-11,126406.479081,1096,10327.853166058394,25.0,Fear
2025-04-12,410419.694533,2109,26512.383826458037,43.0,Fear
2025-04-13,48696.021521,1321,10727.596358819075,45.0,Neutral
2025-04-14,45680.443063,890,14696.598853932584,31.0,Fear
2025-04-15,72357.706282,1131,18348.51303271441,38.0,Fear
2025-04-16,58631.730257,1608,22700.69396766169,29.0,Fear
2025-04-17,5427.919886,1031,2526.238128031038,30.0,Fear
2025-04-18,4880.4047439999995,1894,12994.007634635693,33.0,Fear
2025-04-19,71950.577495,2786,11739.577426417804,32.0,Fear
2025-04-20,25060.341936,1982,6118.110015136226,37.0,Fear
2025-04-21,34369.267906999994,1718,24507.598859138536,39.0,Fear
2025-04-22,58652.763578,2998,11258.714222815212,47.0,Neutral
2025-04-23,-419020.225731,6159,4981.72492125345,72.0,Greed
2025-04-24,50704.395965,2232,15720.841684587815,63.0,Greed
2025-04-25,20218.859206,1653,16787.32957047792,60.0,Greed
2025-04-26,-4125.753942,1131,10564.215534924844,65.0,Greed
2025-04-27,2702.067468,337,1446.6993768545994,61.0,Greed
2025-04-28,36906.813759,1379,18944.83066715011,54.0,Neutral
2025-04-29,125749.613427,2243,15198.177289344627,60.0,Greed
2025-04-30,14003.797269,1113,11405.10229110512,56.0,Greed
2025-05-01,54536.829297000004,1230,8715.642699186992,53.0,Neutral
